unique_number,id_no,name_en,name_fr,name_ja,description_en,date_inscribed,danger,longitude,latitude,area_hectares,criteria_txt,category,category_short,states_name_en,region_en,iso_code,transboundary
1572,84,"Vézelay, Church and Hill",Basilique et colline de Vézelay,サント＝マドレーヌ大聖堂,"Shortly after its foundation in the 9th century, the Benedictine abbey of Vézelay acquired the relics of St Mary Magdalene and since then it has been an important place of pilgrimage. St Bernard preached the Second Crusade there in 1146 and Richard the Lion-Hearted and Philip II Augustus met there to leave for the Third Crusade in 1190. With its sculpted capitals and portal, the Madeleine of Vézelay – a 12th-century monastic church – is a masterpiece of Burgundian Romanesque art and architecture.",1979,false,3.748333333,47.46638889,183,(i)(vi),Cultural,C,France,Europe and North America,fr,false
2569,85,Prehistoric Sites and Decorated Caves of the Vézère Valley,Sites préhistoriques et grottes ornées de la vallée de la Vézère,ヴェゼール渓谷の先史的景観と装飾洞窟群,"The Vézère valley contains 147 prehistoric sites dating from the Palaeolithic and 25 decorated caves. It is particularly interesting from an ethnological and anthropological, as well as an aesthetic point of view because of its cave paintings, especially those of the Lascaux Cave, whose discovery in 1940 was of great importance for the history of prehistoric art. The hunting scenes show some 100 animal figures, which are remarkable for their detail, rich colours and lifelike quality.",1979,false,1.17,45.0575,105.733,(i)(iii),Cultural,C,France,Europe and North America,fr,false
178,160,Palace and Park of Fontainebleau,Palais et parc de Fontainebleau,フォンテーヌブロー宮殿,"Used by the kings of France from the 12th century, the medieval royal hunting lodge of Fontainebleau, standing at the heart of a vast forest in the Ile-de-France, was transformed, enlarged and embellished in the 16th century by François I, who wanted to make a 'New Rome' of it. Surrounded by an immense park, the Italianate palace combines Renaissance and French artistic traditions.",1981,false,2.698055556,48.40194444,144,(ii)(vi),Cultural,C,France,Europe and North America,fr,false
1951,162,Amiens Cathedral,Cathédrale d'Amiens,ノートルダム大聖堂,"Amiens Cathedral, in the heart of Picardy, is one of the largest 'classic' Gothic churches of the 13th century. It is notable for the coherence of its plan, the beauty of its three-tier interior elevation and the particularly fine display of sculptures on the principal facade and in the south transept.",1981,false,2.301666667,49.895,1.54,(i)(ii),Cultural,C,France,Europe and North America,fr,false
1568,163,"Roman Theatre and its Surroundings and the ""Triumphal Arch"" of Orange",Théâtre antique et ses abords et « Arc de Triomphe » d'Orange,オランジュのローマ劇場とその周辺及び「凱旋門」,"Situated in the Rhone valley, the ancient theatre of Orange, with its 103-m-long facade, is one of the best preserved of all the great Roman theatres. Built between A.D. 10 and 25, the Roman arch is one of the most beautiful and interesting surviving examples of a provincial triumphal arch from the reign of Augustus. It is decorated with low reliefs commemorating the establishment of the Pax Romana.",1981,false,4.808416667,44.13572222,9.45,(iii)(vi),Cultural,C,France,Europe and North America,fr,false
182,164,"Arles, Roman and Romanesque Monuments","Arles, monuments romains et romans",アルルのローマ遺跡とロマネスク様式建造物群,"Arles is a good example of the adaptation of an ancient city to medieval European civilization. It has some impressive Roman monuments, of which the earliest – the arena, the Roman theatre and the cryptoporticus (subterranean galleries) – date back to the 1st century B.C. During the 4th century Arles experienced a second golden age, as attested by the baths of Constantine and the necropolis of Alyscamps. In the 11th and 12th centuries, Arles once again became one of the most attractive cities in the Mediterranean. Within the city walls, Saint-Trophime, with its cloister, is one of Provence's major Romanesque monuments.",1981,false,4.630694444,43.67763889,65,(ii)(iv),Cultural,C,France,Europe and North America,fr,false
1565,165,Cistercian Abbey of Fontenay,Abbaye cistercienne de Fontenay,フォントネーのシトー会修道院,"This stark Burgundian monastery was founded by St Bernard in 1119. With its church, cloister, refectory, sleeping quarters, bakery and ironworks, it is an excellent illustration of the ideal of self-sufficiency as practised by the earliest communities of Cistercian monks.",1981,false,4.38911,47.63944,5.77,(iv),Cultural,C,France,Europe and North America,fr,false
1637,203,"From the Great Saltworks of Salins-les-Bains to the Royal Saltworks of Arc-et-Senans, the Production of Open-pan Salt","De la grande saline de Salins-les-Bains à la saline royale d’Arc-et-Senans, la production du sel ignigène",サラン＝レ＝バンの大製塩所からアル＝ケ＝スナンの王立製塩所までの煎熬塩の生産,"The Royal Saltworks of Arc-et-Senans, near Besançon, was built by Claude Nicolas Ledoux. Its construction, begun in 1775 during the reign of Louis XVI, was the first major achievement of industrial architecture, reflecting the ideal of progress of the Enlightenment. The vast, semicircular complex was designed to permit a rational and hierarchical organization of work and was to have been followed by the building of an ideal city, a project that was never realized.",1982,false,5.876388889,46.9375,10.48,(i)(ii)(iv),Cultural,C,France,Europe and North America,fr,false
254,228,"Historic Centre of Avignon: Papal Palace, Episcopal Ensemble and Avignon Bridge","Centre historique d’Avignon : Palais des papes, ensemble épiscopal et Pont d’Avignon",アヴィニョン歴史地区,"In the 14th century, this city in the South of France was the seat of the papacy. The Palais des Papes, an austere-looking fortress lavishly decorated by Simone Martini and Matteo Giovanetti, dominates the city, the surrounding ramparts and the remains of a 12th-century bridge over the Rhone. Beneath this outstanding example of Gothic architecture, the Petit Palais and the Romanesque Cathedral of Notre-Dame-des-Doms complete an exceptional group of monuments that testify to the leading role played by Avignon in 14th-century Christian Europe.",1995,false,4.806111111,43.95277778,8.2,(i)(ii)(iv),Cultural,C,France,Europe and North America,fr,false
2186,229,"Place Stanislas, Place de la Carrière and Place d'Alliance in Nancy","Places Stanislas, de la Carrière et d'Alliance à Nancy",,"Nancy, the temporary residence of a king without a kingdom – Stanislas Leszczynski, later to become Duke of Lorraine – is paradoxically the oldest and most typical example of a modern capital where an enlightened monarch proved to be sensitive to the needs of the public. Built between 1752 and 1756 by a brilliant team led by the architect Héré, this was a carefully conceived project that succeeded in creating a capital that not only enhanced the sovereign's prestige but was also functional.",1983,false,6.183333333,48.69361111,7,(i)(iv),Cultural,C,France,Europe and North America,fr,false
2619,230,Abbey Church of Saint-Savin sur Gartempe,Abbatiale de Saint-Savin sur Gartempe,サン＝サヴァン・シュル・ガルタンプ修道院付属教会,"Known as the 'Romanesque Sistine Chapel', the Abbey-Church of Saint-Savin contains many beautiful 11th- and 12th-century murals which are still in a remarkable state of preservation.",1983,false,0.86611,46.56472,1.61,(i)(iii),Cultural,C,France,Europe and North America,fr,false
288,258,"Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve","Golfe de Porto : calanche de Piana, golfe de Girolata, réserve de Scandola",,"The nature reserve, which is part of the Regional Natural Park of Corsica, occupies the Scandola peninsula, an impressive, porphyritic rock mass. The vegetation is an outstanding example of scrubland. Seagulls, cormorants and sea eagles can be found there. The clear waters, with their islets and inaccessible caves, host a rich marine life.",1983,false,8.628833333,42.32519444,11800,(vii)(viii)(x),Natural,N,France,Europe and North America,fr,false
1566,344,Pont du Gard (Roman Aqueduct),Pont du Gard,ポン・デュ・ガール,"The Pont du Gard was built shortly before the Christian era to allow the aqueduct of Nîmes (which is almost 50 km long) to cross the Gard river. The Roman architects and hydraulic engineers who designed this bridge, which stands almost 50 m high and is on three levels – the longest measuring 275 m – created a technical as well as an artistic masterpiece.",1985,false,4.535277778,43.94722222,0.3257,(i)(iii)(iv),Cultural,C,France,Europe and North America,fr,false
393,345,Historic Fortified City of Carcassonne,Ville fortifiée historique de Carcassonne,歴史的城塞都市カルカソンヌ,"Since the pre-Roman period, a fortified settlement has existed on the hill where Carcassonne now stands. In its present form it is an outstanding example of a medieval fortified town, with its massive defences encircling the castle and the surrounding buildings, its streets and its fine Gothic cathedral. Carcassonne is also of exceptional importance because of the lengthy restoration campaign undertaken by Viollet-le-Duc, one of the founders of the modern science of conservation.",1997,false,2.3636562,43.2070631,11,(ii)(iv),Cultural,C,France,Europe and North America,fr,false
